,Unnamed: 0,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked,JobRole_FreqEncoded,EducationField_FreqEncoded,Department_Research & Development,Department_Sales,MaritalStatus_Married,MaritalStatus_Single
249,306,32,1,906,7,3,Life Sciences,1,420,1,91,2,5484,16985,0,14,3,80,1,3,Sales Executive,3,8,8,2.639057329615259,2.639057329615259,1.6094379124341005,0,3,4,2,2,0,1,285,510,False,True,True,False
250,307,38,1,849,25,2,Life Sciences,1,421,0,81,3,12061,26707,0,17,3,80,1,2,Research Director,3,8,1,2.995732273553991,2.3978952727983707,0.0,0,2,1,2,3,0,3,72,510,True,False,True,False
251,308,58,0,390,1,4,Life Sciences,1,422,1,32,2,5660,17056,0,13,4,80,1,2,Healthcare Representative,3,3,2,2.5649493574615367,1.791759469228055,0.6931471805599453,0,3,4,1,3,1,2,111,510,True,False,False,False
252,309,31,1,691,5,4,Technical Degree,1,423,1,86,1,4821,10077,0,12,3,80,1,4,Research Scientist,3,2,3,1.9459101490553128,1.791759469228055,0.0,0,4,3,3,3,1,0,243,115,True,False,True,False
253,310,31,1,106,2,3,Human Resources,1,424,1,62,2,6410,17822,0,12,4,80,0,1,Human Resources,3,2,0,2.302585092994046,1.0986122886681096,0.6931471805599453,0,1,1,2,3,0,3,45,24,False,False,True,False
254,311,45,2,1249,7,3,Life Sciences,1,425,1,97,3,5210,20308,0,18,1,80,1,2,Laboratory Technician,3,9,11,3.218875824868201,3.218875824868201,2.302585092994046,0,1,1,3,3,0,1,217,510,True,False,False,False
255,312,31,1,192,2,4,Life Sciences,1,426,1,32,1,2695,7747,0,18,2,80,1,2,Research Scientist,3,2,2,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,3,3,1,1,0,243,510,True,False,False,False
256,313,33,2,553,5,4,Life Sciences,1,428,0,74,3,11878,23364,0,11,2,80,2,2,Manager,3,6,8,2.5649493574615367,2.3978952727983707,2.19722457733622,0,2,4,3,3,0,6,82,510,True,False,True,False
257,314,39,1,117,10,1,Medical,1,429,1,99,4,17068,5355,0,14,4,80,0,3,Manager,3,9,10,3.091042453358316,3.091042453358316,2.4849066497880004,0,1,3,3,3,1,1,82,389,True,False,True,False
258,315,43,2,185,10,4,Life Sciences,1,430,0,33,1,2455,10675,0,19,1,80,0,5,Laboratory Technician,3,7,7,2.302585092994046,2.19722457733622,0.6931471805599453,0,4,3,3,3,0,0,217,510,True,False,False,True
259,316,49,1,1091,1,2,Technical Degree,1,431,0,90,4,13964,17810,0,12,4,80,0,2,Healthcare Representative,3,1,7,3.258096538021482,2.079441541679836,0.0,0,3,3,2,3,1,7,111,115,True,False,False,True
260,317,52,1,723,8,4,Medical,1,433,1,85,2,4941,17747,0,15,1,80,0,3,Research Scientist,3,2,7,2.4849066497880004,2.19722457733622,2.079441541679836,1,2,3,2,2,0,2,243,389,True,False,True,False
261,318,27,1,1220,5,3,Life Sciences,1,434,0,85,1,2478,20938,0,12,2,80,0,2,Research Scientist,3,3,2,1.6094379124341005,1.6094379124341005,0.6931471805599453,0,2,3,3,2,1,1,243,510,True,False,False,True
262,319,32,1,588,8,2,Technical Degree,1,436,0,65,2,5228,24624,0,11,4,80,0,2,Sales Executive,3,12,9,2.639057329615259,2.639057329615259,2.4849066497880004,0,2,3,2,3,1,1,285,115,False,True,True,False
263,320,27,1,1377,2,3,Life Sciences,1,437,1,74,2,4478,5242,0,11,1,80,0,3,Sales Executive,3,4,4,1.791759469228055,1.791759469228055,0.0,0,3,4,3,3,1,1,285,510,False,True,False,True
264,321,31,1,691,7,3,Marketing,1,438,1,73,2,7547,7143,0,12,4,80,3,3,Sales Executive,3,7,7,2.639057329615259,2.079441541679836,0.6931471805599453,0,4,4,3,3,0,4,285,138,False,True,False,False
265,322,32,1,1018,2,4,Medical,1,439,0,74,2,5055,10557,0,16,3,80,0,0,Research Scientist,3,7,7,2.3978952727983707,2.079441541679836,0.0,0,4,1,4,2,0,7,243,389,True,False,False,True
266,323,28,1,1157,2,4,Medical,1,440,1,84,1,3464,24737,0,13,4,80,0,4,Research Scientist,3,2,2,1.791759469228055,1.3862943611198906,1.0986122886681096,1,4,1,1,2,1,5,243,389,True,False,True,False
267,324,30,1,1275,28,2,Medical,1,441,0,64,2,5775,11934,0,13,4,80,2,2,Research Scientist,3,8,9,2.4849066497880004,2.3978952727983707,0.6931471805599453,0,4,4,3,3,0,1,243,389,True,False,True,False
268,326,39,2,672,7,2,Medical,1,444,1,54,5,19272,21141,0,15,1,80,1,2,Manager,3,9,3,3.091042453358316,3.091042453358316,2.639057329615259,0,4,3,2,3,0,1,82,389,True,False,True,False
269,327,39,1,1162,3,2,Medical,1,445,0,41,2,5238,17778,0,18,1,80,0,3,Sales Executive,3,0,0,2.5649493574615367,0.6931471805599453,0.0,1,3,4,3,2,1,4,285,389,False,True,True,False
270,328,33,2,508,10,3,Marketing,1,446,1,46,2,4682,4317,0,14,3,80,0,6,Sales Executive,3,7,1,2.302585092994046,2.079441541679836,0.0,0,4,2,2,2,0,3,285,138,False,True,False,True
271,329,47,1,1482,5,5,Life Sciences,1,447,1,42,5,18300,16375,0,11,2,80,1,2,Research Director,3,2,1,3.091042453358316,1.3862943611198906,0.6931471805599453,0,3,4,3,3,0,4,72,510,True,False,True,False
272,330,43,2,559,10,4,Life Sciences,1,448,0,82,2,5257,6227,0,11,2,80,1,3,Laboratory Technician,3,7,0,2.302585092994046,2.302585092994046,0.0,0,3,3,2,4,0,1,217,510,True,False,False,False
273,331,27,0,210,1,1,Marketing,1,449,1,73,2,6349,22107,0,13,4,80,1,0,Sales Executive,3,4,4,1.9459101490553128,1.791759469228055,0.6931471805599453,0,2,3,3,3,1,0,285,138,False,True,True,False
274,332,54,2,928,20,4,Life Sciences,1,450,0,31,2,4869,16885,0,12,4,80,0,4,Research Scientist,3,3,3,3.044522437723423,1.6094379124341005,0.0,0,3,4,3,2,0,3,243,510,True,False,False,True
275,333,43,1,1001,7,3,Life Sciences,1,451,0,43,3,9985,9262,0,16,1,80,1,1,Healthcare Representative,3,0,0,2.3978952727983707,0.6931471805599453,0.0,0,1,3,3,2,0,8,111,510,True,False,True,False
276,334,45,1,549,8,4,Other,1,452,1,75,2,3697,9278,0,14,1,80,2,3,Research Scientist,3,9,8,2.5649493574615367,2.3978952727983707,2.302585092994046,0,4,4,3,3,0,9,243,68,True,False,True,False
277,336,29,1,318,8,4,Other,1,454,1,77,1,2119,4759,0,11,4,80,0,4,Laboratory Technician,3,7,7,2.079441541679836,2.079441541679836,0.0,1,1,2,1,2,1,1,217,68,True,False,True,False
278,337,29,1,738,9,5,Other,1,455,1,30,1,3983,7621,0,17,3,80,0,2,Laboratory Technician,3,2,2,1.6094379124341005,1.3862943611198906,1.0986122886681096,0,4,2,2,3,0,0,217,68,True,False,False,True
279,338,30,1,570,5,3,Marketing,1,456,0,30,2,6118,5431,0,13,3,80,3,2,Sales Executive,3,9,2,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,3,4,2,3,0,1,285,138,False,True,False,False
280,339,27,1,1130,8,4,Marketing,1,458,0,56,2,6214,3415,0,18,1,80,1,3,Sales Executive,3,7,7,2.19722457733622,2.19722457733622,0.0,0,2,2,3,3,0,1,285,138,False,True,True,False
281,340,37,1,1192,5,2,Medical,1,460,1,61,2,6347,23177,0,16,3,80,2,2,Manufacturing Director,3,2,4,2.19722457733622,1.9459101490553128,0.0,0,4,4,3,2,0,7,118,389,True,False,False,False
282,341,38,1,343,15,2,Life Sciences,1,461,1,92,3,11510,15682,0,14,2,80,1,3,Research Director,3,10,9,2.5649493574615367,2.4849066497880004,1.0986122886681096,0,4,3,2,3,1,0,72,510,True,False,False,False
283,342,31,1,1232,7,4,Medical,1,462,0,39,3,7143,25713,0,14,3,80,0,2,Manufacturing Director,3,9,10,2.4849066497880004,2.4849066497880004,1.6094379124341005,0,4,3,3,2,1,1,118,389,True,False,False,True
284,343,29,1,144,10,1,Marketing,1,463,0,39,2,8268,11866,0,14,1,80,2,2,Sales Executive,3,7,7,2.079441541679836,2.079441541679836,0.6931471805599453,0,2,4,2,3,1,1,285,138,False,True,False,False
285,344,35,1,1296,5,4,Technical Degree,1,464,1,62,3,8095,18264,0,13,4,80,0,5,Manufacturing Director,3,6,13,2.8903717578961645,2.833213344056216,0.0,0,2,3,3,3,0,0,118,115,True,False,False,True
286,345,23,1,1309,26,1,Life Sciences,1,465,1,83,1,2904,16092,0,12,3,80,2,2,Research Scientist,3,2,2,1.6094379124341005,1.6094379124341005,0.0,0,4,3,3,2,0,1,243,510,True,False,False,False
287,346,41,1,483,6,3,Medical,1,466,1,95,2,6032,10110,0,15,4,80,0,3,Manufacturing Director,3,4,2,2.19722457733622,1.791759469228055,0.6931471805599453,0,2,4,2,3,1,6,118,389,True,False,False,True
288,347,47,2,1309,4,1,Medical,1,467,1,99,2,2976,25751,0,19,1,80,0,3,Sales Representative,3,0,0,1.791759469228055,0.0,0.0,0,3,2,3,3,0,3,71,389,False,True,False,True
289,348,42,1,810,23,5,Life Sciences,1,468,0,44,4,15992,15901,0,14,2,80,0,2,Research Director,3,0,0,2.833213344056216,0.6931471805599453,0.0,0,4,1,3,3,0,2,72,510,True,False,False,True
290,349,29,0,746,2,3,Life Sciences,1,469,1,61,2,4649,16928,0,14,1,80,1,3,Sales Executive,3,3,2,1.6094379124341005,1.6094379124341005,0.0,0,3,4,3,2,0,1,285,510,False,True,True,False
291,350,42,1,544,2,1,Technical Degree,1,470,1,52,1,2696,24017,0,11,3,80,1,5,Human Resources,3,2,0,1.6094379124341005,1.3862943611198906,0.6931471805599453,0,3,3,3,3,1,0,45,115,False,False,False,False
292,351,32,1,1062,2,3,Medical,1,471,0,75,1,2370,3956,0,13,3,80,1,4,Laboratory Technician,3,0,7,2.19722457733622,2.19722457733622,0.0,0,2,3,3,3,0,1,217,389,True,False,True,False
293,353,37,1,1319,6,3,Medical,1,474,1,51,2,5974,17001,0,13,1,80,2,2,Research Scientist,3,7,7,2.639057329615259,2.079441541679836,1.9459101490553128,0,1,3,4,3,1,4,243,389,True,False,False,False
294,354,30,0,641,25,2,Technical Degree,1,475,0,85,2,4736,6069,0,12,2,80,1,2,Sales Executive,3,2,2,1.6094379124341005,1.0986122886681096,1.0986122886681096,0,3,4,3,4,1,7,285,115,False,True,True,False
295,355,26,1,933,1,3,Life Sciences,1,476,1,57,2,5296,20156,0,17,2,80,1,3,Sales Executive,3,7,7,2.19722457733622,2.19722457733622,2.079441541679836,0,3,3,3,3,0,1,285,510,False,True,True,False
296,357,21,2,756,1,1,Technical Degree,1,478,0,99,1,2174,9150,0,11,3,80,0,3,Sales Representative,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,1,2,1,2,3,1,1,71,115,False,True,False,True
297,358,36,0,845,1,5,Medical,1,479,0,45,2,6653,15276,0,15,2,80,0,6,Sales Executive,3,0,0,2.079441541679836,0.6931471805599453,0.0,0,4,4,3,3,0,4,285,389,False,True,False,True
298,359,36,2,541,3,4,Medical,1,481,1,48,3,9699,7246,0,11,1,80,1,2,Sales Executive,3,9,12,2.833213344056216,2.639057329615259,0.6931471805599453,0,4,1,2,3,0,4,285,389,False,True,True,False
299,360,57,1,593,1,4,Medical,1,482,1,88,2,6755,2967,0,11,3,80,0,2,Healthcare Representative,3,2,2,2.772588722239781,1.3862943611198906,0.6931471805599453,0,3,4,3,3,0,2,111,389,True,False,True,False
300,361,40,1,1171,10,4,Life Sciences,1,483,0,46,1,2213,22495,0,13,3,80,1,3,Laboratory Technician,3,7,7,2.3978952727983707,2.079441541679836,0.6931471805599453,0,3,4,4,3,1,3,217,510,True,False,True,False
301,363,33,1,350,5,3,Marketing,1,485,0,34,1,2851,9150,0,13,2,80,0,2,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,3,4,3,3,1,1,71,138,False,True,False,True
302,365,46,0,1144,7,4,Medical,1,487,0,30,2,5258,16044,0,14,3,80,0,2,Manufacturing Director,3,0,0,2.079441541679836,0.6931471805599453,0.0,0,3,3,3,4,0,2,118,389,True,False,True,False
303,366,41,2,143,4,3,Marketing,1,488,1,56,2,9355,9558,0,18,3,80,0,5,Sales Executive,3,7,7,2.19722457733622,2.19722457733622,2.079441541679836,1,2,1,3,3,0,1,285,138,False,True,False,True
304,367,50,1,1046,10,3,Technical Degree,1,491,1,100,3,10496,2755,0,15,4,80,0,2,Healthcare Representative,3,3,3,3.044522437723423,1.6094379124341005,0.6931471805599453,0,4,4,2,3,0,6,111,115,True,False,False,True
305,368,40,1,575,22,2,Marketing,1,492,1,68,2,6380,6110,0,12,1,80,2,6,Sales Executive,3,4,0,2.19722457733622,1.9459101490553128,0.6931471805599453,1,3,3,2,3,1,2,285,138,False,True,True,False
306,369,31,1,408,9,4,Life Sciences,1,493,1,42,1,2657,7551,0,16,4,80,0,5,Research Scientist,3,2,2,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,2,3,2,3,1,0,243,510,True,False,False,True
307,370,21,1,156,12,3,Life Sciences,1,494,0,90,1,2716,25422,0,15,4,80,0,0,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,2,3,4,3,0,1,71,510,False,True,False,True
308,371,29,1,1283,23,3,Life Sciences,1,495,1,54,1,2201,18168,0,16,4,80,0,4,Research Scientist,3,2,2,1.9459101490553128,1.3862943611198906,0.6931471805599453,0,4,4,3,3,0,9,243,510,True,False,False,True
309,372,35,1,755,9,4,Life Sciences,1,496,1,97,2,6540,19394,0,19,3,80,0,5,Healthcare Representative,3,1,0,2.3978952727983707,0.6931471805599453,0.0,0,2,3,2,3,0,9,111,510,True,False,False,True
310,373,27,1,1469,1,2,Medical,1,497,1,82,1,3816,17881,0,11,2,80,1,2,Laboratory Technician,3,2,4,1.791759469228055,1.791759469228055,0.0,0,2,4,3,3,0,1,217,389,True,False,False,False
311,374,28,1,304,9,4,Life Sciences,1,498,1,92,2,5253,20750,0,16,4,80,0,1,Sales Executive,3,5,7,2.079441541679836,2.079441541679836,0.0,0,4,2,3,3,0,1,285,510,False,True,False,True
312,376,51,1,1178,14,2,Life Sciences,1,500,0,87,2,4936,14862,0,11,3,80,1,2,Sales Executive,3,7,7,2.9444389791664403,2.079441541679836,0.0,0,4,3,3,2,0,4,285,510,False,True,True,False
313,377,36,1,329,2,3,Life Sciences,1,501,0,96,1,2543,11868,0,13,2,80,1,3,Research Scientist,3,2,2,1.9459101490553128,1.0986122886681096,1.0986122886681096,0,3,4,3,3,0,4,243,510,True,False,True,False
314,378,34,0,1362,19,3,Marketing,1,502,1,67,2,5304,4652,0,13,2,80,0,3,Sales Executive,3,2,4,2.302585092994046,1.791759469228055,0.0,1,4,1,4,2,1,8,285,138,False,True,False,True
315,379,55,1,1311,2,3,Life Sciences,1,505,0,97,4,16659,23258,0,13,3,80,0,2,Manager,3,4,2,3.4339872044851463,1.791759469228055,0.6931471805599453,0,4,3,3,3,1,2,82,510,True,False,False,True
316,380,24,1,1371,10,4,Marketing,1,507,0,77,2,4260,5915,0,12,4,80,1,2,Sales Executive,3,2,3,1.791759469228055,1.791759469228055,0.0,0,3,4,3,4,1,1,285,138,False,True,False,False
317,381,30,1,202,2,1,Technical Degree,1,508,1,72,1,2476,17434,0,18,1,80,1,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,2,3,3,3,0,1,71,115,False,True,True,False
318,383,22,1,253,11,3,Medical,1,511,0,43,1,2244,24440,0,13,4,80,1,1,Research Scientist,3,1,2,1.0986122886681096,1.0986122886681096,0.6931471805599453,0,2,1,3,3,0,1,243,389,True,False,True,False
319,384,36,1,164,2,2,Medical,1,513,1,61,3,7596,3809,0,13,2,80,2,2,Sales Executive,3,9,0,2.3978952727983707,2.3978952727983707,2.302585092994046,0,3,2,2,3,0,1,285,389,False,True,True,False
320,386,37,1,1107,14,3,Life Sciences,1,515,0,95,1,3034,26914,0,12,3,80,1,2,Laboratory Technician,3,7,17,2.9444389791664403,2.9444389791664403,2.5649493574615367,0,1,4,3,2,0,1,217,510,True,False,False,False
321,387,40,1,759,2,2,Marketing,1,516,0,46,2,5715,22553,0,12,3,80,2,5,Sales Executive,3,4,3,2.19722457733622,1.791759469228055,0.6931471805599453,0,2,4,3,3,0,7,285,138,False,True,False,False
322,388,42,1,201,1,4,Life Sciences,1,517,0,95,1,2576,20490,0,16,2,80,1,5,Laboratory Technician,3,2,2,2.19722457733622,1.791759469228055,0.6931471805599453,0,1,2,3,3,0,3,217,510,True,False,False,False
323,389,37,1,1305,10,4,Life Sciences,1,518,1,49,2,4197,21123,0,12,4,80,0,2,Manufacturing Director,3,0,1,2.9444389791664403,0.6931471805599453,0.0,0,2,3,3,2,1,2,118,510,True,False,False,True
324,390,43,1,982,12,3,Life Sciences,1,520,1,59,4,14336,4345,0,11,3,80,1,3,Research Director,3,10,9,3.258096538021482,3.258096538021482,1.3862943611198906,0,2,1,2,3,0,1,72,510,True,False,False,False
325,392,54,1,821,5,2,Medical,1,522,1,86,5,19406,8509,0,11,3,80,1,4,Research Director,3,2,2,3.218875824868201,1.6094379124341005,0.6931471805599453,0,1,1,3,2,0,4,72,389,True,False,True,False
326,393,34,0,1381,4,4,Marketing,1,523,0,72,2,6538,12740,0,15,1,80,1,3,Sales Executive,3,2,2,1.9459101490553128,1.3862943611198906,0.6931471805599453,0,3,3,3,3,0,9,285,138,False,True,True,False
327,394,31,1,480,7,2,Medical,1,524,0,31,2,4306,4156,0,12,2,80,1,5,Manufacturing Director,3,10,12,2.639057329615259,2.639057329615259,1.3862943611198906,0,1,2,3,1,0,1,118,389,True,False,True,False
328,396,43,1,1473,8,4,Other,1,526,0,74,2,4522,2227,0,14,4,80,0,3,Healthcare Representative,3,2,2,2.19722457733622,1.791759469228055,0.0,0,3,3,3,3,1,4,111,68,True,False,False,False
329,397,25,1,891,4,2,Life Sciences,1,527,0,99,2,4487,12090,0,11,2,80,0,3,Sales Executive,3,4,3,1.791759469228055,1.791759469228055,0.6931471805599453,0,4,2,2,3,1,1,285,510,False,True,False,True
330,398,37,0,1063,25,5,Medical,1,529,0,72,2,4449,23866,0,15,1,80,2,2,Research Scientist,3,11,7,2.772588722239781,2.639057329615259,2.3978952727983707,0,3,2,3,3,1,3,243,389,True,False,True,False
331,399,31,1,329,1,2,Life Sciences,1,530,1,98,1,2218,16193,0,12,3,80,1,3,Laboratory Technician,3,2,2,1.6094379124341005,1.6094379124341005,1.3862943611198906,0,1,4,2,3,0,1,217,510,True,False,True,False
332,400,39,2,1218,1,1,Life Sciences,1,531,1,52,5,19197,8213,0,14,3,80,1,3,Manager,3,8,6,3.091042453358316,3.091042453358316,0.6931471805599453,0,3,2,3,3,1,1,82,510,True,False,False,False
333,401,56,2,906,6,3,Life Sciences,1,532,0,86,4,13212,18256,0,11,4,80,3,0,Sales Executive,3,7,7,3.610917912644224,2.079441541679836,2.079441541679836,0,1,3,4,2,0,9,285,510,False,True,True,False
334,402,30,1,1082,12,3,Technical Degree,1,533,0,83,2,6577,19558,0,11,2,80,0,6,Sales Executive,3,4,4,1.9459101490553128,1.791759469228055,1.6094379124341005,0,3,2,3,3,0,0,285,115,False,True,False,True
335,403,41,1,645,1,3,Marketing,1,534,1,49,3,8392,19566,0,16,3,80,1,2,Sales Executive,3,7,7,2.3978952727983707,2.3978952727983707,0.0,0,1,2,4,3,0,1,285,138,False,True,True,False
336,404,28,1,1300,17,2,Medical,1,536,1,79,2,4558,13535,0,12,4,80,1,2,Laboratory Technician,3,0,8,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,1,3,3,3,0,1,217,389,True,False,False,False
337,405,25,1,688,3,3,Medical,1,538,1,91,1,4031,9396,0,13,3,80,1,5,Laboratory Technician,3,2,2,1.9459101490553128,1.0986122886681096,0.0,1,1,1,3,3,0,5,217,389,True,False,True,False
338,406,52,1,319,3,3,Medical,1,543,1,39,3,7969,19609,0,14,3,80,0,4,Manufacturing Director,3,4,4,3.367295829986474,1.791759469228055,0.0,0,3,4,2,3,1,2,118,389,True,False,True,False
339,408,52,1,1490,4,2,Life Sciences,1,546,0,30,4,16555,10310,0,13,4,80,0,2,Manager,3,2,4,3.4657359027997265,1.791759469228055,0.6931471805599453,0,4,4,3,1,0,2,82,510,True,False,True,False
340,409,42,2,532,29,2,Life Sciences,1,547,0,92,2,4556,12932,0,11,2,80,1,3,Research Scientist,3,4,2,2.995732273553991,1.791759469228055,0.0,0,3,1,3,3,0,2,243,510,True,False,False,False
341,411,60,1,422,7,3,Life Sciences,1,549,0,41,5,19566,3854,0,11,4,80,0,5,Manager,3,8,10,3.5263605246161616,3.4011973816621555,2.4849066497880004,0,1,1,3,1,0,5,82,510,True,False,True,False
342,412,46,1,1485,18,3,Medical,1,550,0,87,2,4810,26314,0,14,3,80,1,5,Manufacturing Director,3,7,8,2.995732273553991,2.3978952727983707,0.0,0,3,3,3,2,0,2,118,389,True,False,False,False
343,413,42,2,1368,28,4,Technical Degree,1,551,0,88,2,4523,4386,0,11,4,80,3,4,Healthcare Representative,3,5,4,2.079441541679836,1.9459101490553128,0.0,0,4,4,2,4,0,0,111,115,True,False,True,False
344,414,24,1,1448,1,1,Technical Degree,1,554,0,62,1,3202,21972,0,16,2,80,0,4,Sales Representative,3,3,4,1.9459101490553128,1.791759469228055,0.6931471805599453,1,2,1,3,3,1,1,71,115,False,True,False,True
345,415,34,2,296,6,2,Marketing,1,555,0,33,1,2351,12253,0,16,4,80,1,3,Sales Representative,3,2,0,1.3862943611198906,1.0986122886681096,0.6931471805599453,1,3,4,1,2,0,0,71,138,False,True,False,False
346,417,40,1,1398,2,4,Life Sciences,1,558,0,79,5,18041,13022,0,14,4,80,0,2,Manager,3,15,12,3.091042453358316,3.044522437723423,0.6931471805599453,0,3,3,3,3,0,0,82,510,False,True,True,False
347,419,30,0,1400,3,3,Life Sciences,1,562,1,53,1,2097,16734,0,15,3,80,1,3,Laboratory Technician,3,3,4,2.302585092994046,1.791759469228055,0.6931471805599453,0,4,3,3,1,0,4,217,510,True,False,True,False
348,420,29,1,986,3,4,Medical,1,564,1,93,3,11935,21526,0,18,3,80,0,2,Research Director,3,2,7,2.3978952727983707,2.3978952727983707,0.0,0,3,2,2,3,0,1,72,389,True,False,True,False
349,421,29,1,408,25,5,Technical Degree,1,565,0,71,1,2546,18300,0,16,2,80,0,2,Research Scientist,3,2,1,1.9459101490553128,1.0986122886681096,0.6931471805599453,1,2,3,2,4,0,5,243,115,True,False,True,False
350,422,19,1,489,2,2,Technical Degree,1,566,1,52,1,2564,18437,0,12,3,80,0,3,Human Resources,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,4,1,2,4,0,1,45,115,False,False,False,True
351,423,30,0,1398,22,4,Other,1,567,0,69,3,8412,2890,0,11,3,80,0,3,Sales Executive,3,8,8,2.3978952727983707,2.302585092994046,2.079441541679836,0,1,3,3,3,0,0,285,68,False,True,True,False
352,424,57,1,210,29,3,Marketing,1,568,1,56,4,14118,22102,0,12,3,80,1,3,Manager,3,0,0,3.49650756146648,0.6931471805599453,0.0,0,4,1,2,2,0,3,82,138,False,True,False,False
353,425,50,1,1099,29,4,Life Sciences,1,569,1,88,4,17046,9314,0,15,2,80,1,2,Manager,3,10,7,3.367295829986474,3.332204510175204,2.772588722239781,0,3,2,2,3,0,0,82,510,True,False,True,False
354,426,30,0,1116,2,3,Medical,1,571,0,49,1,2564,7181,0,14,3,80,0,2,Laboratory Technician,3,7,7,2.5649493574615367,2.4849066497880004,1.9459101490553128,0,4,3,3,2,0,0,217,389,True,False,False,True
355,427,60,2,1499,28,3,Marketing,1,573,0,80,3,10266,2845,0,19,4,80,0,5,Sales Executive,3,13,11,3.1354942159291497,2.9444389791664403,2.639057329615259,0,1,3,2,4,0,4,285,138,False,True,True,False
356,428,47,1,983,2,2,Medical,1,574,0,65,2,5070,7389,0,13,3,80,3,2,Manufacturing Director,3,0,4,3.044522437723423,1.791759469228055,0.0,0,4,1,3,3,0,5,118,389,True,False,False,False
357,429,46,1,1009,2,3,Life Sciences,1,575,1,51,4,17861,2288,0,13,3,80,0,2,Research Director,3,2,1,3.295836866004329,1.3862943611198906,0.0,0,3,1,3,1,0,6,72,510,True,False,True,False
358,430,35,1,144,22,3,Life Sciences,1,577,1,46,1,4230,19225,0,15,3,80,0,2,Laboratory Technician,3,4,3,1.9459101490553128,1.791759469228055,1.6094379124341005,0,3,4,1,3,0,0,217,510,True,False,False,True
359,431,54,1,548,8,4,Life Sciences,1,578,0,42,2,3780,23428,0,11,3,80,0,3,Laboratory Technician,3,0,0,2.995732273553991,0.6931471805599453,0.0,0,3,3,3,3,0,7,217,510,True,False,False,True
360,432,34,1,1303,2,4,Life Sciences,1,579,1,62,1,2768,8416,0,12,3,80,1,3,Research Scientist,3,3,7,2.70805020110221,2.079441541679836,1.791759469228055,0,3,4,2,3,0,3,243,510,True,False,False,False
361,433,46,1,1125,10,3,Marketing,1,580,0,94,3,9071,11563,0,19,3,80,1,3,Sales Executive,3,2,2,2.772588722239781,1.3862943611198906,0.6931471805599453,0,4,3,2,3,1,2,285,138,False,True,True,False
362,435,33,1,1277,15,1,Medical,1,582,1,56,3,13610,24619,0,12,4,80,0,2,Manager,3,6,7,2.772588722239781,2.079441541679836,2.079441541679836,1,3,2,3,4,1,7,82,389,True,False,True,False
363,436,33,1,587,10,1,Medical,1,584,1,38,1,3408,6705,0,13,1,80,3,2,Laboratory Technician,3,3,3,2.19722457733622,1.6094379124341005,0.6931471805599453,1,4,1,1,3,0,7,217,389,True,False,False,False
364,437,30,1,413,7,1,Marketing,1,585,1,57,1,2983,18398,0,14,1,80,0,3,Sales Representative,3,2,2,1.6094379124341005,1.3862943611198906,0.6931471805599453,0,2,4,3,3,0,0,71,138,False,True,False,True
365,438,35,1,1276,16,3,Life Sciences,1,586,1,72,3,7632,14295,0,12,3,80,0,2,Healthcare Representative,3,7,0,2.3978952727983707,2.19722457733622,0.0,0,3,4,3,3,1,4,111,510,True,False,True,False
366,439,31,2,534,20,3,Life Sciences,1,587,1,66,3,9824,22908,0,12,1,80,0,2,Healthcare Representative,3,0,0,2.5649493574615367,0.6931471805599453,0.0,1,3,1,3,3,0,3,111,510,True,False,True,False
367,440,34,2,988,23,3,Human Resources,1,590,0,43,3,9950,11533,0,15,3,80,3,2,Human Resources,3,2,2,2.4849066497880004,1.3862943611198906,0.0,1,1,2,3,3,1,9,45,24,False,False,False,False
368,441,42,2,1474,5,2,Other,1,591,1,97,1,2093,9260,0,17,4,80,1,4,Laboratory Technician,3,2,0,2.19722457733622,1.0986122886681096,1.0986122886681096,0,3,2,3,3,0,4,217,68,True,False,True,False
369,442,36,0,635,10,4,Medical,1,592,1,32,3,9980,15318,0,14,4,80,0,3,Sales Executive,3,3,7,2.3978952727983707,2.3978952727983707,2.302585092994046,0,4,2,3,2,0,1,285,389,False,True,False,True
370,443,22,2,1368,4,1,Technical Degree,1,593,1,99,1,3894,9129,0,16,3,80,0,3,Laboratory Technician,3,2,2,1.6094379124341005,1.0986122886681096,0.6931471805599453,1,3,3,2,3,0,5,217,115,True,False,False,True
