Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked,JobRole_FreqEncoded,EducationField_FreqEncoded,Department_Research_and_Development,Department_Sales,MaritalStatus_Married,MaritalStatus_Single,Tenure_Category,Performance_Score,Engagement_Score
55,1,1311,2,3,1,505,0,97,4,16659,23258,0,13,3,80,0,2,3,4,2,3.4339872044851463,1.791759469228055,0.6931471805599453,0,4,3,3,3,1,2,82,510,True,False,False,True,New,3.3000000000000003,2.0
24,1,1371,10,4,1,507,0,77,2,4260,5915,0,12,4,80,1,2,3,2,3,1.791759469228055,1.791759469228055,0.0,0,3,4,3,4,1,1,285,138,False,True,False,False,New,3.2,2.2
30,1,202,2,1,1,508,1,72,1,2476,17434,0,18,1,80,1,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,2,3,3,3,0,1,71,115,False,True,True,False,New,2.7,1.8000000000000003
22,1,253,11,3,1,511,0,43,1,2244,24440,0,13,4,80,1,1,3,1,2,1.0986122886681096,1.0986122886681096,0.6931471805599453,0,2,1,3,3,0,1,243,389,True,False,True,False,New,2.7,1.4000000000000001
36,1,164,2,2,1,513,1,61,3,7596,3809,0,13,2,80,2,2,3,9,0,2.3978952727983707,2.3978952727983707,2.302585092994046,0,3,2,2,3,0,1,285,389,False,True,True,False,Intermediate,3.0,1.4
37,1,1107,14,3,1,515,0,95,1,3034,26914,0,12,3,80,1,2,3,7,17,2.9444389791664403,2.9444389791664403,2.5649493574615367,0,1,4,3,2,0,1,217,510,True,False,False,False,Intermediate,2.2,1.4
40,1,759,2,2,1,516,0,46,2,5715,22553,0,12,3,80,2,5,3,4,3,2.19722457733622,1.791759469228055,0.6931471805599453,0,2,4,3,3,0,7,285,138,False,True,False,False,New,2.7,2.2
42,1,201,1,4,1,517,0,95,1,2576,20490,0,16,2,80,1,5,3,2,2,2.19722457733622,1.791759469228055,0.6931471805599453,0,1,2,3,3,0,3,217,510,True,False,False,False,New,2.4000000000000004,2.2
37,1,1305,10,4,1,518,1,49,2,4197,21123,0,12,4,80,0,2,3,0,1,2.9444389791664403,0.6931471805599453,0.0,0,2,3,3,2,1,2,118,510,True,False,False,True,New,2.5,1.8000000000000003
43,1,982,12,3,1,520,1,59,4,14336,4345,0,11,3,80,1,3,3,10,9,3.258096538021482,3.258096538021482,1.3862943611198906,0,2,1,2,3,0,1,72,510,True,False,False,False,Intermediate,2.7,1.6
54,1,821,5,2,1,522,1,86,5,19406,8509,0,11,3,80,1,4,3,2,2,3.218875824868201,1.6094379124341005,0.6931471805599453,0,1,1,3,2,0,4,72,389,True,False,True,False,New,2.2,1.8
34,0,1381,4,4,1,523,0,72,2,6538,12740,0,15,1,80,1,3,3,2,2,1.9459101490553128,1.3862943611198906,0.6931471805599453,0,3,3,3,3,0,9,285,138,False,True,True,False,New,3.0,1.8000000000000003
31,1,480,7,2,1,524,0,31,2,4306,4156,0,12,2,80,1,5,3,10,12,2.639057329615259,2.639057329615259,1.3862943611198906,0,1,2,3,1,0,1,118,389,True,False,True,False,Intermediate,2.0,1.8
43,1,1473,8,4,1,526,0,74,2,4522,2227,0,14,4,80,0,3,3,2,2,2.19722457733622,1.791759469228055,0.0,0,3,3,3,3,1,4,111,68,True,False,False,False,New,3.0,2.2
25,1,891,4,2,1,527,0,99,2,4487,12090,0,11,2,80,0,3,3,4,3,1.791759469228055,1.791759469228055,0.6931471805599453,0,4,2,2,3,1,1,285,510,False,True,False,True,New,3.3000000000000003,2.0
37,0,1063,25,5,1,529,0,72,2,4449,23866,0,15,1,80,2,2,3,11,7,2.772588722239781,2.639057329615259,2.3978952727983707,0,3,2,3,3,1,3,243,389,True,False,True,False,Intermediate,3.0,2.0
31,1,329,1,2,1,530,1,98,1,2218,16193,0,12,3,80,1,3,3,2,2,1.6094379124341005,1.6094379124341005,1.3862943611198906,0,1,4,2,3,0,1,217,510,True,False,True,False,New,2.4000000000000004,1.6
39,2,1218,1,1,1,531,1,52,5,19197,8213,0,14,3,80,1,3,3,8,6,3.091042453358316,3.091042453358316,0.6931471805599453,0,3,2,3,3,1,1,82,510,True,False,False,False,Intermediate,3.0,2.2
56,2,906,6,3,1,532,0,86,4,13212,18256,0,11,4,80,3,0,3,7,7,3.610917912644224,2.079441541679836,2.079441541679836,0,1,3,4,2,0,9,285,510,False,True,True,False,Intermediate,2.2,1.2000000000000002
30,1,1082,12,3,1,533,0,83,2,6577,19558,0,11,2,80,0,6,3,4,4,1.9459101490553128,1.791759469228055,1.6094379124341005,0,3,2,3,3,0,0,285,115,False,True,False,True,New,3.0,2.4000000000000004
41,1,645,1,3,1,534,1,49,3,8392,19566,0,16,3,80,1,2,3,7,7,2.3978952727983707,2.3978952727983707,0.0,0,1,2,4,3,0,1,285,138,False,True,True,False,Intermediate,2.4000000000000004,1.8000000000000003
28,1,1300,17,2,1,536,1,79,2,4558,13535,0,12,4,80,1,2,3,0,8,2.3978952727983707,2.3978952727983707,0.6931471805599453,0,1,3,3,3,0,1,217,389,True,False,False,False,Intermediate,2.4000000000000004,1.6
25,1,688,3,3,1,538,1,91,1,4031,9396,0,13,3,80,1,5,3,2,2,1.9459101490553128,1.0986122886681096,0.0,1,1,1,3,3,0,5,217,389,True,False,True,False,New,2.4000000000000004,2.2
52,1,319,3,3,1,543,1,39,3,7969,19609,0,14,3,80,0,4,3,4,4,3.367295829986474,1.791759469228055,0.0,0,3,4,2,3,1,2,118,389,True,False,True,False,New,3.0,2.2
52,1,1490,4,2,1,546,0,30,4,16555,10310,0,13,4,80,0,2,3,2,4,3.4657359027997265,1.791759469228055,0.6931471805599453,0,4,4,3,1,0,2,82,510,True,False,True,False,New,2.9000000000000004,1.2000000000000002
42,2,532,29,2,1,547,0,92,2,4556,12932,0,11,2,80,1,3,3,4,2,2.995732273553991,1.791759469228055,0.0,0,3,1,3,3,0,2,243,510,True,False,False,False,New,3.0,1.8000000000000003
60,1,422,7,3,1,549,0,41,5,19566,3854,0,11,4,80,0,5,3,8,10,3.5263605246161616,3.4011973816621555,2.4849066497880004,0,1,1,3,1,0,5,82,510,True,False,True,False,Intermediate,2.0,1.8
46,1,1485,18,3,1,550,0,87,2,4810,26314,0,14,3,80,1,5,3,7,8,2.995732273553991,2.3978952727983707,0.0,0,3,3,3,2,0,2,118,389,True,False,False,False,Intermediate,2.8,2.0
42,2,1368,28,4,1,551,0,88,2,4523,4386,0,11,4,80,3,4,3,5,4,2.079441541679836,1.9459101490553128,0.0,0,4,4,2,4,0,0,111,115,True,False,True,False,New,3.5,2.0
24,1,1448,1,1,1,554,0,62,1,3202,21972,0,16,2,80,0,4,3,3,4,1.9459101490553128,1.791759469228055,0.6931471805599453,1,2,1,3,3,1,1,71,115,False,True,False,True,New,2.7,2.4000000000000004
34,2,296,6,2,1,555,0,33,1,2351,12253,0,16,4,80,1,3,3,2,0,1.3862943611198906,1.0986122886681096,0.6931471805599453,1,3,4,1,2,0,0,71,138,False,True,False,False,New,2.8,1.2000000000000002
40,1,1398,2,4,1,558,0,79,5,18041,13022,0,14,4,80,0,2,3,15,12,3.091042453358316,3.044522437723423,0.6931471805599453,0,3,3,3,3,0,0,82,510,False,True,True,False,Intermediate,3.0,1.6
30,0,1400,3,3,1,562,1,53,1,2097,16734,0,15,3,80,1,3,3,3,4,2.302585092994046,1.791759469228055,0.6931471805599453,0,4,3,3,1,0,4,217,510,True,False,True,False,New,2.9000000000000004,1.4000000000000001
29,1,986,3,4,1,564,1,93,3,11935,21526,0,18,3,80,0,2,3,2,7,2.3978952727983707,2.3978952727983707,0.0,0,3,2,2,3,0,1,72,389,True,False,True,False,Intermediate,3.0,1.4
29,1,408,25,5,1,565,0,71,1,2546,18300,0,16,2,80,0,2,3,2,1,1.9459101490553128,1.0986122886681096,0.6931471805599453,1,2,3,2,4,0,5,243,115,True,False,True,False,New,2.9000000000000004,1.6
19,1,489,2,2,1,566,1,52,1,2564,18437,0,12,3,80,0,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,4,1,2,4,0,1,45,115,False,False,False,True,New,3.5,1.8000000000000003
30,0,1398,22,4,1,567,0,69,3,8412,2890,0,11,3,80,0,3,3,8,8,2.3978952727983707,2.302585092994046,2.079441541679836,0,1,3,3,3,0,0,285,68,False,True,True,False,Intermediate,2.4000000000000004,1.8000000000000003
57,1,210,29,3,1,568,1,56,4,14118,22102,0,12,3,80,1,3,3,0,0,3.49650756146648,0.6931471805599453,0.0,0,4,1,2,2,0,3,82,138,False,True,False,False,New,3.1,1.4000000000000001
50,1,1099,29,4,1,569,1,88,4,17046,9314,0,15,2,80,1,2,3,10,7,3.367295829986474,3.332204510175204,2.772588722239781,0,3,2,2,3,0,0,82,510,True,False,True,False,Intermediate,3.0,1.4
30,0,1116,2,3,1,571,0,49,1,2564,7181,0,14,3,80,0,2,3,7,7,2.5649493574615367,2.4849066497880004,1.9459101490553128,0,4,3,3,2,0,0,217,389,True,False,False,True,Intermediate,3.1,1.4
60,2,1499,28,3,1,573,0,80,3,10266,2845,0,19,4,80,0,5,3,13,11,3.1354942159291497,2.9444389791664403,2.639057329615259,0,1,3,2,4,0,4,285,138,False,True,True,False,Intermediate,2.6,2.2
47,1,983,2,2,1,574,0,65,2,5070,7389,0,13,3,80,3,2,3,0,4,3.044522437723423,1.791759469228055,0.0,0,4,1,3,3,0,5,118,389,True,False,False,False,New,3.3000000000000003,1.6
46,1,1009,2,3,1,575,1,51,4,17861,2288,0,13,3,80,0,2,3,2,1,3.295836866004329,1.3862943611198906,0.0,0,3,1,3,1,0,6,72,510,True,False,True,False,New,2.6,1.2000000000000002
35,1,144,22,3,1,577,1,46,1,4230,19225,0,15,3,80,0,2,3,4,3,1.9459101490553128,1.791759469228055,1.6094379124341005,0,3,4,1,3,0,0,217,510,True,False,False,True,New,3.0,1.2000000000000002
54,1,548,8,4,1,578,0,42,2,3780,23428,0,11,3,80,0,3,3,0,0,2.995732273553991,0.6931471805599453,0.0,0,3,3,3,3,0,7,217,510,True,False,False,True,New,3.0,1.8000000000000003
34,1,1303,2,4,1,579,1,62,1,2768,8416,0,12,3,80,1,3,3,3,7,2.70805020110221,2.079441541679836,1.791759469228055,0,3,4,2,3,0,3,243,510,True,False,False,False,Intermediate,3.0,1.6
46,1,1125,10,3,1,580,0,94,3,9071,11563,0,19,3,80,1,3,3,2,2,2.772588722239781,1.3862943611198906,0.6931471805599453,0,4,3,2,3,1,2,285,138,False,True,True,False,New,3.3000000000000003,2.0
33,1,1277,15,1,1,582,1,56,3,13610,24619,0,12,4,80,0,2,3,6,7,2.772588722239781,2.079441541679836,2.079441541679836,1,3,2,3,4,1,7,82,389,True,False,True,False,Intermediate,3.2,2.2
33,1,587,10,1,1,584,1,38,1,3408,6705,0,13,1,80,3,2,3,3,3,2.19722457733622,1.6094379124341005,0.6931471805599453,1,4,1,1,3,0,7,217,389,True,False,False,False,New,3.3000000000000003,1.2000000000000002
30,1,413,7,1,1,585,1,57,1,2983,18398,0,14,1,80,0,3,3,2,2,1.6094379124341005,1.3862943611198906,0.6931471805599453,0,2,4,3,3,0,0,71,138,False,True,False,True,New,2.7,1.8000000000000003
35,1,1276,16,3,1,586,1,72,3,7632,14295,0,12,3,80,0,2,3,7,0,2.3978952727983707,2.19722457733622,0.0,0,3,4,3,3,1,4,111,510,True,False,True,False,Intermediate,3.0,2.0
31,2,534,20,3,1,587,1,66,3,9824,22908,0,12,1,80,0,2,3,0,0,2.5649493574615367,0.6931471805599453,0.0,1,3,1,3,3,0,3,111,510,True,False,True,False,New,3.0,1.6
34,2,988,23,3,1,590,0,43,3,9950,11533,0,15,3,80,3,2,3,2,2,2.4849066497880004,1.3862943611198906,0.0,1,1,2,3,3,1,9,45,24,False,False,False,False,New,2.4000000000000004,2.0
42,2,1474,5,2,1,591,1,97,1,2093,9260,0,17,4,80,1,4,3,2,0,2.19722457733622,1.0986122886681096,1.0986122886681096,0,3,2,3,3,0,4,217,68,True,False,True,False,New,3.0,2.0
36,0,635,10,4,1,592,1,32,3,9980,15318,0,14,4,80,0,3,3,3,7,2.3978952727983707,2.3978952727983707,2.302585092994046,0,4,2,3,2,0,1,285,389,False,True,False,True,Intermediate,3.1,1.6
22,2,1368,4,1,1,593,1,99,1,3894,9129,0,16,3,80,0,3,3,2,2,1.6094379124341005,1.0986122886681096,0.6931471805599453,1,3,3,2,3,0,5,217,115,True,False,False,True,New,3.0,1.6
48,1,163,2,5,1,595,0,37,2,4051,19658,0,14,1,80,1,2,3,7,7,2.70805020110221,2.302585092994046,1.9459101490553128,0,4,2,3,3,0,2,285,138,False,True,True,False,Intermediate,3.3000000000000003,1.6
41,0,267,10,2,1,599,1,56,2,6230,13430,0,14,4,80,0,3,3,3,10,2.833213344056216,2.70805020110221,0.6931471805599453,0,4,4,3,3,0,7,285,510,False,True,False,True,Intermediate,3.3000000000000003,1.8000000000000003
35,1,619,1,3,1,600,1,85,2,4717,18659,0,11,3,80,0,2,3,9,9,2.772588722239781,2.4849066497880004,1.9459101490553128,0,3,2,3,3,0,9,285,138,False,True,True,False,Intermediate,3.0,1.6
40,1,302,6,3,1,601,0,75,4,13237,20364,0,15,3,80,0,3,3,6,13,3.1354942159291497,3.044522437723423,1.791759469228055,0,3,2,3,3,0,7,118,510,True,False,False,True,Intermediate,3.0,1.8000000000000003
39,2,443,8,1,1,602,0,48,1,3755,17872,0,11,1,80,1,3,3,3,7,2.19722457733622,2.19722457733622,0.0,0,3,3,3,3,0,1,217,510,True,False,True,False,Intermediate,3.0,1.8000000000000003
31,1,828,2,1,1,604,1,77,2,6582,8346,0,13,3,80,0,2,3,5,5,2.3978952727983707,1.9459101490553128,0.0,0,4,2,3,4,1,4,285,510,False,True,False,True,New,3.5,2.2
45,1,561,2,3,1,606,1,61,2,4805,16177,0,19,2,80,1,3,3,7,7,2.302585092994046,2.19722457733622,1.3862943611198906,0,2,4,3,4,0,0,285,68,False,True,True,False,Intermediate,2.9000000000000004,2.0
26,2,426,17,4,1,608,0,58,1,2741,22808,0,11,2,80,1,2,3,7,0,2.19722457733622,2.079441541679836,0.6931471805599453,1,3,2,3,2,1,0,45,510,False,False,False,False,Intermediate,2.8,1.8000000000000003
29,1,232,19,3,1,611,1,34,2,4262,22645,0,12,2,80,2,2,3,2,2,2.19722457733622,1.3862943611198906,0.6931471805599453,0,4,4,3,4,0,4,118,115,True,False,False,False,New,3.5,1.8000000000000003
33,1,922,1,5,1,612,0,95,4,16184,22578,0,19,3,80,1,2,3,1,5,2.3978952727983707,1.9459101490553128,0.0,0,3,1,4,3,0,4,72,389,True,False,False,False,New,3.0,1.8000000000000003
18,2,1306,5,3,1,614,1,69,1,1878,8059,0,14,4,80,0,3,3,0,0,0.0,0.0,0.0,1,2,2,3,3,1,1,71,138,False,True,False,True,New,2.7,2.2
40,0,1094,28,3,1,615,1,58,3,10932,11373,0,15,3,80,1,2,3,0,1,3.044522437723423,0.6931471805599453,0.0,0,1,3,1,3,0,3,285,68,False,True,False,False,New,2.4000000000000004,1.2000000000000002
41,0,509,2,4,1,616,0,62,2,6811,2112,0,17,1,80,0,3,3,7,7,2.3978952727983707,2.19722457733622,0.0,0,3,1,2,3,1,2,111,68,True,False,False,True,Intermediate,3.0,2.0
26,1,775,29,2,1,618,1,45,2,4306,4267,0,12,1,80,2,5,3,0,0,2.19722457733622,0.0,0.0,0,3,1,3,3,0,5,285,389,False,True,False,False,New,3.0,2.2
35,1,195,1,3,1,620,0,80,2,4859,6698,0,16,4,80,0,3,3,4,3,1.791759469228055,1.791759469228055,0.0,0,3,1,3,3,0,1,285,389,False,True,False,True,New,3.0,1.8000000000000003
34,1,258,21,4,1,621,1,74,2,5337,19921,0,12,4,80,0,3,3,7,7,2.3978952727983707,2.3978952727983707,1.791759469228055,0,4,4,4,3,0,1,285,510,False,True,False,True,Intermediate,3.3000000000000003,2.0
26,1,471,24,3,1,622,1,66,1,2340,23213,0,18,2,80,0,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,4,3,1,1,1,1,217,115,True,False,False,True,New,2.9000000000000004,1.4000000000000001
37,1,799,1,3,1,623,0,59,3,7491,23848,0,17,4,80,0,3,3,5,2,2.5649493574615367,1.9459101490553128,0.6931471805599453,0,4,2,3,4,0,4,118,115,True,False,False,True,New,3.5,2.0
46,2,1034,18,1,1,624,0,86,3,10527,8984,0,11,4,80,0,3,3,2,2,3.367295829986474,1.0986122886681096,0.6931471805599453,0,3,1,3,2,0,5,111,389,True,False,True,False,New,2.8,1.6
41,1,1276,2,5,1,625,0,91,4,16595,5626,0,16,2,80,1,2,3,16,8,3.1354942159291497,2.9444389791664403,2.4849066497880004,0,1,2,3,3,0,7,82,510,False,True,True,False,Intermediate,2.4000000000000004,1.6
37,0,142,9,4,1,626,1,69,3,8834,24666,0,13,4,80,1,6,3,5,7,2.302585092994046,2.302585092994046,2.079441541679836,0,2,1,3,3,0,1,285,389,False,True,False,False,Intermediate,2.7,2.4000000000000004
52,1,956,6,2,1,630,1,78,2,5577,22087,0,12,2,80,2,3,3,9,9,2.9444389791664403,2.3978952727983707,1.9459101490553128,0,1,4,3,3,1,3,243,115,True,False,False,False,Intermediate,2.4000000000000004,2.2
32,0,1474,11,4,1,631,1,60,2,4707,23914,0,12,4,80,0,2,3,2,2,1.9459101490553128,1.6094379124341005,0.6931471805599453,1,3,4,4,3,0,8,285,68,False,True,True,False,New,3.0,1.8000000000000003
24,2,535,24,3,1,632,1,38,1,2400,5530,0,13,3,80,2,3,3,2,1,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,4,3,3,0,0,71,389,False,True,True,False,New,3.3000000000000003,1.8000000000000003
38,1,1495,10,3,1,634,0,76,2,9824,22174,0,19,3,80,1,4,3,0,0,2.9444389791664403,0.6931471805599453,0.0,0,3,3,3,3,0,3,111,389,True,False,True,False,New,3.0,2.0
37,1,446,1,4,1,635,0,65,2,6447,15701,0,12,2,80,1,2,3,5,3,2.19722457733622,1.9459101490553128,1.6094379124341005,0,2,2,3,2,0,6,118,510,True,False,True,False,New,2.5,1.4
49,1,1245,18,4,1,638,1,58,5,19502,2125,0,17,3,80,1,5,3,9,9,3.4657359027997265,3.4657359027997265,0.0,0,3,4,2,3,1,1,72,510,True,False,False,False,Intermediate,3.0,2.4
24,1,691,23,3,1,639,1,89,1,2725,21630,0,11,2,80,2,3,3,5,4,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,4,2,4,3,1,1,243,389,True,False,True,False,New,3.3000000000000003,2.4000000000000004
50,2,1246,3,3,1,644,1,99,5,18200,7999,0,11,3,80,1,2,3,5,7,3.49650756146648,3.49650756146648,2.3978952727983707,0,2,1,3,3,0,1,82,389,False,False,True,False,Intermediate,2.7,1.6
25,1,622,13,1,1,645,1,40,1,2096,26376,0,11,3,80,0,1,3,4,6,2.079441541679836,2.079441541679836,0.0,0,3,2,3,3,0,1,71,389,False,True,True,False,Intermediate,3.0,1.4000000000000001
24,2,1287,7,3,1,647,0,55,1,2886,14168,0,16,4,80,1,4,3,3,2,1.9459101490553128,1.9459101490553128,0.6931471805599453,1,3,1,3,3,1,1,217,510,True,False,True,False,New,3.0,2.4000000000000004
30,2,448,12,4,1,648,1,74,1,2033,14470,0,18,3,80,1,2,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,1,2,2,4,0,1,71,510,False,True,True,False,New,2.6,1.6
34,1,254,1,2,1,649,1,83,1,3622,22794,0,13,4,80,1,3,3,5,3,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,4,2,2,3,1,1,243,510,True,False,True,False,New,3.3000000000000003,2.0
31,1,1365,13,4,1,650,1,46,2,4233,11512,0,17,3,80,0,2,3,1,2,2.302585092994046,1.3862943611198906,0.6931471805599453,1,1,2,3,1,0,2,285,389,False,True,False,False,New,2.0,1.2000000000000002
35,1,538,25,2,1,652,1,54,2,3681,14004,0,14,4,80,0,3,3,2,2,2.302585092994046,1.3862943611198906,0.0,0,4,1,2,3,0,4,217,68,True,False,False,True,New,3.3000000000000003,1.6
27,1,798,6,4,1,655,0,66,1,2187,5013,0,12,3,80,2,5,3,3,3,1.9459101490553128,1.791759469228055,0.0,0,3,1,2,2,0,0,243,389,True,False,False,False,New,2.8,1.8
37,1,558,2,3,1,656,1,75,2,9602,3010,0,11,3,80,1,3,3,0,0,2.8903717578961645,1.3862943611198906,0.6931471805599453,0,3,4,3,2,1,4,285,138,False,True,True,False,New,2.8,2.0
20,1,959,1,3,1,657,0,83,1,2836,11757,0,13,4,80,0,0,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,2,4,2,4,0,1,243,510,True,False,False,True,New,2.9000000000000004,1.2000000000000002
42,1,622,2,4,1,659,0,81,2,4089,5718,0,13,2,80,2,4,3,2,2,2.3978952727983707,2.3978952727983707,1.0986122886681096,0,4,3,3,3,0,1,111,510,True,False,True,False,Intermediate,3.3000000000000003,2.0
43,1,782,6,4,1,661,1,50,4,16627,2671,0,14,3,80,1,3,3,0,0,3.091042453358316,0.6931471805599453,0.0,0,4,2,2,2,1,4,72,68,True,False,False,False,New,3.1,1.8000000000000003
38,1,362,1,1,1,662,0,43,1,2619,14561,0,17,4,80,0,3,3,0,0,2.19722457733622,0.0,0.0,0,1,3,3,2,0,3,243,510,True,False,False,True,New,2.2,1.6
43,2,1001,9,5,1,663,1,72,2,5679,19627,0,13,2,80,1,3,3,7,7,2.3978952727983707,2.19722457733622,1.6094379124341005,0,3,4,3,3,1,3,217,389,True,False,False,False,Intermediate,3.0,2.2
48,1,1236,1,4,1,664,0,40,4,15402,17997,0,11,1,80,1,3,3,2,2,3.091042453358316,1.3862943611198906,0.0,0,1,4,2,1,0,7,82,510,True,False,True,False,New,2.0,1.2000000000000002
44,1,1112,1,4,1,665,0,50,2,5985,26894,0,11,2,80,0,1,3,2,2,2.3978952727983707,1.0986122886681096,0.0,0,3,1,2,4,0,4,45,510,False,False,False,True,New,3.2,1.4000000000000001
34,1,204,14,3,1,666,0,31,1,2579,2912,0,18,4,80,2,3,3,2,6,2.19722457733622,2.19722457733622,0.0,0,3,3,3,3,1,1,71,115,False,True,False,False,Intermediate,3.0,2.2
27,1,1420,2,1,1,667,1,85,1,3041,16346,0,11,2,80,1,3,3,3,2,1.791759469228055,1.6094379124341005,0.0,1,1,3,3,3,0,0,71,138,False,True,False,False,New,2.4000000000000004,1.8000000000000003
21,1,1343,22,1,1,669,1,49,1,3447,24444,0,11,3,80,0,2,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,0,3,3,3,3,0,1,71,115,False,True,False,True,New,3.0,1.6
44,1,1315,3,4,1,671,1,35,5,19513,9358,0,12,1,80,1,2,3,2,1,3.295836866004329,1.0986122886681096,0.0,0,4,4,3,4,1,4,82,68,True,False,True,False,New,3.5,2.2
33,1,1216,8,4,1,677,1,39,2,7104,20431,0,12,4,80,0,3,3,0,2,1.9459101490553128,1.791759469228055,0.6931471805599453,0,3,3,3,3,0,0,285,138,False,True,False,False,New,3.0,1.8000000000000003
32,1,646,9,4,1,679,0,92,2,6322,18089,0,12,4,80,1,2,3,4,5,1.9459101490553128,1.9459101490553128,0.0,0,4,1,3,2,1,1,243,510,True,False,True,False,New,3.1,1.8000000000000003
34,1,1397,1,5,1,683,1,42,1,2691,7660,0,12,4,80,1,4,3,9,8,2.3978952727983707,2.3978952727983707,2.19722457733622,0,4,2,3,2,0,1,243,510,True,False,True,False,Intermediate,3.1,1.8
45,2,306,26,4,1,684,0,100,2,4286,5630,0,14,4,80,2,4,3,1,0,1.791759469228055,0.6931471805599453,0.0,1,1,1,3,3,0,2,285,510,False,True,True,False,New,2.4000000000000004,2.0
26,1,991,6,3,1,686,0,71,1,2659,17759,0,13,3,80,1,2,3,2,2,1.3862943611198906,1.3862943611198906,0.0,0,4,3,3,3,1,1,217,510,True,False,True,False,New,3.3000000000000003,2.0
37,1,482,3,3,1,689,1,36,3,9434,9606,0,15,3,80,1,2,3,7,8,2.3978952727983707,2.3978952727983707,2.079441541679836,0,3,3,3,3,0,1,118,68,True,False,True,False,Intermediate,3.0,1.6
29,1,1176,3,2,1,690,0,62,2,5561,3487,0,14,1,80,1,5,3,0,2,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,3,2,3,2,0,1,285,389,False,True,True,False,New,2.8,2.0
35,1,1017,6,4,1,691,1,82,2,6646,19368,0,13,2,80,0,3,3,11,8,2.8903717578961645,2.8903717578961645,2.4849066497880004,0,4,2,1,3,0,1,243,510,True,False,False,True,Intermediate,3.3000000000000003,1.4000000000000001
54,1,397,19,4,1,698,1,88,3,10725,6729,0,15,3,80,1,1,3,7,1,2.833213344056216,2.302585092994046,2.079441541679836,0,2,3,3,4,0,2,45,389,False,False,True,False,Intermediate,2.9000000000000004,1.6
36,1,913,9,2,1,699,1,48,2,8847,13934,0,11,3,80,1,2,3,2,2,2.639057329615259,1.3862943611198906,0.0,0,2,2,2,3,1,2,118,389,True,False,False,False,New,2.7,1.7999999999999998
27,1,1115,3,4,1,700,1,54,1,2045,15174,0,13,4,80,0,0,3,2,1,1.791759469228055,1.6094379124341005,0.6931471805599453,0,4,1,2,3,0,0,243,389,True,False,False,True,New,3.3000000000000003,1.0
20,1,1362,10,1,1,701,1,32,1,1009,26999,0,11,4,80,0,5,3,0,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,3,4,3,3,1,1,243,389,True,False,False,True,New,3.0,2.6
33,2,1076,3,3,1,702,1,70,1,3348,3164,0,11,1,80,0,3,3,8,7,2.3978952727983707,2.3978952727983707,2.302585092994046,1,1,1,3,3,1,1,243,510,True,False,False,True,Intermediate,2.4000000000000004,2.2
35,0,727,3,3,1,704,1,41,1,1281,16900,0,18,3,80,2,3,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,3,3,2,3,0,1,217,510,True,False,True,False,New,3.0,1.6
23,1,885,4,3,1,705,1,58,1,2819,8544,0,16,1,80,1,3,3,2,2,1.791759469228055,1.3862943611198906,0.0,0,1,1,4,4,0,2,243,389,True,False,True,False,New,2.6,2.2
29,2,806,1,4,1,710,1,76,1,2720,18959,0,18,4,80,1,5,3,7,8,2.3978952727983707,2.3978952727983707,1.0986122886681096,0,4,2,1,3,0,1,243,510,True,False,False,False,Intermediate,3.3000000000000003,1.8
48,1,817,2,1,1,712,1,56,2,8120,18597,0,12,4,80,0,3,3,2,2,2.5649493574615367,1.0986122886681096,1.0986122886681096,0,2,2,4,3,0,3,285,138,False,True,True,False,New,2.7,2.0
37,1,1225,10,2,1,715,1,80,1,4680,15232,0,17,1,80,0,2,3,0,0,1.6094379124341005,0.6931471805599453,0.0,0,4,4,4,3,0,3,243,510,True,False,False,True,New,3.3000000000000003,1.8000000000000003
50,1,1207,28,1,1,716,1,74,1,3221,3297,0,11,3,80,3,3,3,8,8,3.044522437723423,3.044522437723423,1.3862943611198906,0,3,4,4,3,1,1,217,389,True,False,True,False,Intermediate,3.0,2.4000000000000004
34,1,1442,9,3,1,717,0,46,3,8621,17654,0,14,2,80,0,3,3,7,7,2.302585092994046,2.19722457733622,2.079441541679836,0,2,4,2,4,0,1,111,389,True,False,False,True,Intermediate,2.9000000000000004,1.8000000000000003
